score,opponent_score,best_roll,win_prob
12,63,4,0.176881
12,64,5,0.200446
12,65,4,0.145704
12,66,5,0.174102
12,67,5,0.153642
12,68,5,0.157603
12,69,0,0.177283
12,70,5,0.134490
12,71,0,0.139214
12,72,0,0.097416
12,73,5,0.108666
12,74,6,0.115881
12,75,5,0.099004
12,76,6,0.103526
12,77,5,0.077726
12,78,6,0.098867
12,79,0,0.079898
12,80,7,0.075710
12,81,6,0.064111
12,82,7,0.069229
12,83,6,0.053200
12,84,7,0.059346
12,85,7,0.046608
12,86,10,0.027252
12,87,7,0.034011
12,88,8,0.034316
12,89,7,0.021656
12,90,8,0.029835
12,91,0,0.018118
12,92,8,0.024335
12,93,0,0.012614
12,94,8,0.018477
12,95,0,0.009870
12,96,9,0.017925
12,97,0,0.000000
12,98,9,0.017466
12,99,10,-0.000000
13,0,7,0.612257
13,1,3,0.570334
13,2,3,0.551652
13,3,6,0.587451
13,4,7,0.581796
13,5,7,0.576958
13,6,0,0.567098
13,7,0,0.530194
13,8,5,0.535755
13,9,8,0.549769
13,10,9,0.546060
13,11,8,0.532243
13,12,8,0.540001
13,13,6,0.516250
13,14,7,0.533347
13,15,3,0.493570
13,16,0,0.508685
13,17,0,0.507936
13,18,0,0.508259
13,19,0,0.512687
13,20,5,0.468686
13,21,5,0.489620
13,22,3,0.445928
13,23,6,0.467496
13,24,6,0.463294
13,25,7,0.463525
13,26,7,0.463788
13,27,7,0.465330
13,28,9,0.563231
13,29,9,0.449346
13,30,8,0.421978
13,31,8,0.415353
13,32,1,0.408390
13,33,8,0.418888
13,34,1,0.401995
13,35,9,0.416546
13,36,0,0.400103
13,37,8,0.376923
13,38,9,0.371605
13,39,9,0.364950
13,40,2,0.369375
13,41,2,0.347041
13,42,2,0.370755
13,43,3,0.326274
13,44,2,0.340077
13,45,9,0.317393
13,46,10,0.340934
13,47,10,0.305262
13,48,0,0.322336
13,49,10,0.315103
13,50,4,0.286270
13,51,10,0.274125
13,52,3,0.280879
13,53,2,0.263967
13,54,3,0.261517
13,55,3,0.240496
13,56,4,0.255921
13,57,0,0.231554
13,58,4,0.239651
13,59,0,0.244122
13,60,4,0.216123
13,61,3,0.198436
13,62,4,0.207011
13,63,4,0.196464
13,64,0,0.181415
13,65,4,0.169755
13,66,5,0.178245
13,67,5,0.157492
13,68,5,0.163835
13,69,0,0.145801
13,70,5,0.151360
13,71,0,0.115665
13,72,5,0.128715
13,73,5,0.113538
13,74,6,0.114871
13,75,5,0.105044
13,76,6,0.103000
13,77,0,0.100748
13,78,0,0.068492
13,79,0,0.086996
13,80,6,0.080258
13,81,6,0.067518
13,82,7,0.064526
13,83,0,0.064786
13,84,7,0.061462
13,85,0,0.044153
13,86,7,0.049071
13,87,7,0.034504
13,88,7,0.037959
13,89,7,0.026187
13,90,8,0.024782
13,91,7,0.023038
13,92,0,0.008913
13,93,7,0.009089
13,94,8,0.020251
13,95,2,0.002994
13,96,8,0.017516
13,97,0,0.000000
13,98,9,0.017931
13,99,2,-0.000000
14,0,3,0.566226
14,1,7,0.591184
14,2,7,0.593157
14,3,6,0.589064
14,4,7,0.584985
14,5,7,0.579981
14,6,6,0.575352
14,7,0,0.542222
14,8,7,0.563643
14,9,0,0.563173
14,10,8,0.549548
14,11,8,0.548987
14,12,7,0.527696
14,13,7,0.546495
14,14,0,0.504769
14,15,0,0.534568
14,16,10,0.517564
14,17,9,0.512079
14,18,0,0.509994
14,19,0,0.495231
14,20,5,0.488910
14,21,3,0.457954
14,22,5,0.474086
14,23,6,0.467736
14,24,6,0.471306
14,25,0,0.466164
14,26,0,0.469834
14,27,7,0.477295
14,28,0,0.449093
14,29,8,0.463789
14,30,10,0.574349
14,31,9,0.440985
14,32,8,0.424214
14,33,8,0.411182
14,34,9,0.442330
14,35,1,0.376769
14,36,1,0.396580
14,37,0,0.381664
14,38,0,0.381552
14,39,0,0.381194
14,40,1,0.379114
14,41,10,0.383513
14,42,2,0.358786
14,43,2,0.339053
14,44,2,0.352527
14,45,2,0.322725
14,46,2,0.335291
14,47,10,0.394979
14,48,3,0.326262
14,49,0,0.337260
14,50,0,0.314937
14,51,0,0.310734
14,52,0,0.305058
14,53,2,0.267761
14,54,3,0.281826
14,55,3,0.247028
14,56,0,0.250140
14,57,0,0.231637
14,58,4,0.242176
14,59,0,0.238073
14,60,4,0.221954
14,61,3,0.198671
14,62,4,0.220385
14,63,0,0.206681
14,64,4,0.196376
14,65,4,0.175139
14,66,4,0.176323
14,67,0,0.165536
14,68,0,0.176605
14,69,5,0.152680
14,70,0,0.130440
14,71,5,0.128792
14,72,5,0.137541
14,73,5,0.113629
14,74,0,0.123917
14,75,5,0.097904
14,76,6,0.113029
14,77,0,0.087982
14,78,6,0.094492
14,79,0,0.081912
14,80,6,0.086532
14,81,5,0.068449
14,82,6,0.070254
14,83,0,0.050865
14,84,0,0.038586
14,85,6,0.045513
14,86,7,0.053503
14,87,0,0.033410
14,88,7,0.040758
14,89,0,0.025648
14,90,8,0.033359
14,91,0,0.019465
14,92,8,0.025352
14,93,0,0.013062
14,94,8,0.022089
14,95,2,0.002839
14,96,8,0.020263
14,97,0,0.000000
14,98,10,0.001384
14,99,1,-0.000000
15,0,7,0.612960
15,1,2,0.565017
15,2,7,0.593123
15,3,6,0.589723
15,4,6,0.583250
15,5,7,0.579611
15,6,0,0.575362
15,7,0,0.540837
15,8,0,0.562877
15,9,7,0.555289
15,10,8,0.555230
15,11,7,0.542697
15,12,8,0.550558
15,13,2,0.510058
15,14,6,0.528626
15,15,0,0.518269
15,16,0,0.520182
15,17,0,0.518544
15,18,0,0.521910
15,19,10,0.510085
15,20,2,0.465432
15,21,5,0.481731
15,22,5,0.479686
15,23,6,0.472252
15,24,6,0.463894
15,25,6,0.472604
15,26,6,0.450404
15,27,0,0.463001
15,28,0,0.464383
15,29,0,0.451592
15,30,0,0.436086
15,31,8,0.435095
15,32,10,0.575045
15,33,8,0.437731
15,34,1,0.419669
15,35,0,0.426864
15,36,1,0.403597
15,37,0,0.400605
15,38,1,0.384046
15,39,9,0.379934
15,40,0,0.589122
15,41,0,0.396209
15,42,1,0.375064
15,43,0,0.372330
15,44,2,0.346393
15,45,9,0.334926
15,46,2,0.352919
15,47,0,0.343679
15,48,0,0.632303
15,49,0,0.319604
15,50,2,0.298481
15,51,3,0.274340
15,52,3,0.291140
15,53,0,0.389360
15,54,3,0.287402
15,55,0,0.299831
15,56,3,0.262340
15,57,0,0.243404
15,58,3,0.240920
15,59,0,0.244964
15,60,4,0.229003
15,61,3,0.205266
15,62,0,0.212285
15,63,4,0.189812
15,64,4,0.201770
15,65,4,0.176245
15,66,4,0.183402
15,67,4,0.161736
15,68,0,0.165047
15,69,0,0.146689
15,70,5,0.149444
15,71,0,0.133198
15,72,5,0.138859
15,73,0,0.122899
15,74,5,0.124244
15,75,0,0.120130
15,76,0,0.087597
15,77,5,0.091139
15,78,6,0.090491
15,79,5,0.079282
15,80,6,0.077985
15,81,0,0.078640
15,82,6,0.069934
15,83,0,0.054360
15,84,6,0.062409
15,85,6,0.049658
15,86,7,0.045559
15,87,6,0.038431
15,88,7,0.037599
15,89,6,0.021309
15,90,0,0.016044
15,91,7,0.021523
15,92,8,0.022089
15,93,6,0.008197
15,94,8,0.022739
15,95,1,0.002574
15,96,8,0.022106
15,97,0,0.000000
15,98,8,0.020266
15,99,1,-0.000000
16,0,6,0.610860
16,1,7,0.610441
16,2,7,0.611909
16,3,0,0.580837
16,4,7,0.597119
16,5,0,0.568688
16,6,6,0.586961
16,7,5,0.579183
16,8,0,0.582017
16,9,0,0.575754
16,10,8,0.538206
16,11,7,0.548588
16,12,0,0.528578
16,13,6,0.540391
16,14,0,0.542046
16,15,10,0.520907
16,16,10,0.529233
16,17,9,0.510727
16,18,0,0.517979
16,19,0,0.507301
16,20,4,0.491315
16,21,4,0.489047
16,22,5,0.479818
16,23,5,0.483358
16,24,0,0.471513
16,25,6,0.473597
16,26,0,0.478320
16,27,6,0.460592
16,28,7,0.459733
16,29,0,0.434757
16,30,8,0.441729
16,31,7,0.411065
16,32,8,0.438183
16,33,3,0.395022
16,34,10,0.579367
16,35,9,0.463944
16,36,1,0.412604
16,37,8,0.397767
16,38,1,0.390422
16,39,0,0.380070
16,40,1,0.395619
16,41,0,0.424877
16,42,0,0.643115
16,43,0,0.380571
16,44,1,0.363254
16,45,0,0.386545
16,46,0,0.604779
16,47,0,0.364289
16,48,2,0.333940
16,49,0,0.315819
16,50,2,0.310695
16,51,0,0.278868
16,52,2,0.290338
16,53,10,0.290846
16,54,0,0.249337
16,55,0,0.285356
16,56,3,0.268198
16,57,0,0.242229
16,58,3,0.247955
16,59,0,0.240229
16,60,3,0.236111
16,61,0,0.230002
16,62,4,0.213725
16,63,0,0.198476
16,64,4,0.209194
16,65,0,0.175222
16,66,4,0.182688
16,67,0,0.194350
16,68,0,0.168164
16,69,0,0.157628
16,70,4,0.150430
16,71,0,0.135580
16,72,5,0.142054
16,73,4,0.111760
16,74,0,0.133686
16,75,0,0.100737
16,76,5,0.113891
16,77,4,0.085880
16,78,5,0.097250
16,79,0,0.082288
16,80,0,0.078408
16,81,5,0.065703
16,82,0,0.059926
16,83,5,0.047787
16,84,6,0.068852
16,85,6,0.040891
16,86,6,0.056974
16,87,6,0.027667
16,88,7,0.049400
16,89,0,0.025060
16,90,7,0.033216
16,91,0,0.020949
16,92,7,0.025261
16,93,6,0.009433
16,94,8,0.022097
16,95,1,0.004218
16,96,10,0.006452
16,97,0,0.000000
16,98,8,0.022111
16,99,1,-0.000000
17,0,3,0.579195
17,1,6,0.597423
17,2,6,0.605486
17,3,7,0.617470
17,4,0,0.581635
17,5,6,0.594291
17,6,6,0.588288
17,7,5,0.587077
17,8,0,0.586149
17,9,0,0.577808
17,10,8,0.566195
17,11,1,0.516298
17,12,7,0.548584
17,13,6,0.542495
17,14,6,0.537610
17,15,0,0.527748
17,16,0,0.528487
17,17,9,0.534795
17,18,0,0.507302
17,19,0,0.499469
17,20,4,0.493927
17,21,4,0.492064
17,22,0,0.493137
17,23,5,0.481456
17,24,6,0.490476
17,25,0,0.478502
17,26,6,0.470039
17,27,6,0.474246
17,28,0,0.461829
17,29,0,0.465166
17,30,7,0.431215
17,31,8,0.452790
17,32,0,0.398142
17,33,0,0.422855
17,34,0,0.435512
17,35,8,0.428683
17,36,10,0.606577
17,37,8,0.414536
17,38,1,0.400761
17,39,0,0.370838
17,40,1,0.392547
17,41,0,0.371984
17,42,1,0.380885
17,43,0,0.435706
17,44,0,0.616871
17,45,0,0.382434
17,46,2,0.351498
17,47,9,0.323315
17,48,2,0.334543
17,49,10,0.304091
17,50,2,0.326111
17,51,2,0.280766
17,52,2,0.301621
17,53,0,0.286526
17,54,0,0.283404
17,55,0,0.259881
17,56,3,0.269025
17,57,0,0.249625
17,58,3,0.257074
17,59,10,0.226038
17,60,0,0.233717
17,61,0,0.269641
17,62,3,0.217683
17,63,0,0.208585
17,64,4,0.200712
17,65,0,0.195380
17,66,4,0.193440
17,67,0,0.172493
17,68,4,0.177682
17,69,4,0.153335
17,70,4,0.160352
17,71,0,0.129333
17,72,4,0.136262
17,73,4,0.121321
17,74,0,0.097911
17,75,4,0.111474
17,76,5,0.106756
17,77,4,0.098476
17,78,5,0.087229
17,79,4,0.080908
17,80,5,0.079448
17,81,0,0.065563
17,82,6,0.066316
17,83,5,0.056924
17,84,6,0.060877
17,85,0,0.044653
17,86,6,0.049002
17,87,6,0.042970
17,88,1,0.014536
17,89,6,0.028405
17,90,7,0.028776
17,91,6,0.015996
17,92,7,0.027891
17,93,6,0.010258
17,94,7,0.025515
17,95,1,0.003860
17,96,8,0.022124
17,97,0,0.000000
17,98,8,0.022769
17,99,0,0.000000
18,0,4,0.596566
18,1,7,0.619875
18,2,7,0.618402
18,3,5,0.593312
18,4,6,0.606445
18,5,7,0.613743
18,6,5,0.583594
18,7,5,0.597216
18,8,7,0.597239
18,9,7,0.569253
18,10,3,0.539036
18,11,7,0.555945
18,12,7,0.572383
18,13,0,0.554072
18,14,6,0.549217
18,15,0,0.536106
18,16,9,0.536438
18,17,0,0.529961
18,18,7,0.527411
18,19,10,0.518979
18,20,4,0.491572
18,21,4,0.498622
18,22,5,0.491741
18,23,5,0.490006
18,24,0,0.478090
18,25,0,0.482021
18,26,6,0.492698
18,27,0,0.476995
18,28,7,0.482098
18,29,7,0.446782
18,30,8,0.477469
18,31,5,0.423052
18,32,7,0.439524
18,33,8,0.446253
18,34,7,0.422228
18,35,7,0.416843
18,36,8,0.405716
18,37,8,0.406945
18,38,10,0.591951
18,39,0,0.394953
18,40,9,0.408074
18,41,9,0.369601
18,42,1,0.387926
18,43,1,0.358985
18,44,1,0.379451
18,45,0,0.332182
18,46,1,0.361533
18,47,0,0.334562
18,48,1,0.350330
18,49,0,0.350371
18,50,2,0.320196
18,51,0,0.295820
18,52,3,0.288909
18,53,0,0.308256
18,54,2,0.296096
18,55,0,0.261688
18,56,2,0.274729
18,57,0,0.271037
18,58,3,0.263765
18,59,0,0.249039
18,60,3,0.249462
18,61,0,0.220852
18,62,3,0.222998
18,63,0,0.238723
18,64,3,0.223020
18,65,0,0.192110
18,66,0,0.207247
18,67,0,0.181485
18,68,4,0.189301
18,69,0,0.158586
18,70,4,0.174926
18,71,0,0.139594
18,72,4,0.156669
18,73,0,0.123744
18,74,4,0.135782
18,75,4,0.113559
18,76,5,0.108529
18,77,0,0.101420
18,78,5,0.109351
18,79,0,0.089843
18,80,0,0.072797
18,81,4,0.067666
18,82,5,0.079544
18,83,4,0.049264
18,84,6,0.072627
18,85,5,0.041881
18,86,6,0.067556
18,87,1,0.021622
18,88,6,0.052039
18,89,0,0.024002
18,90,7,0.028008
18,91,6,0.016969
18,92,7,0.028886
18,93,6,0.010515
18,94,9,0.008789
18,95,1,0.004218
18,96,7,0.025528
18,97,0,0.000000
18,98,8,0.022134
18,99,1,-0.000000
19,0,6,0.631147
19,1,7,0.645263
19,2,4,0.604546
19,3,7,0.627724
19,4,6,0.623986
19,5,7,0.618635
19,6,7,0.613657
19,7,0,0.562269
19,8,7,0.604300
19,9,0,0.595362
19,10,2,0.523670
19,11,7,0.583611
19,12,7,0.569567
19,13,8,0.574076
19,14,5,0.555211
19,15,10,0.570831
19,16,3,0.524786
19,17,8,0.548933
19,18,8,0.550158
19,19,10,0.520971
19,20,7,0.520612
19,21,4,0.503622
19,22,9,0.529901
19,23,4,0.487313
19,24,5,0.504769
19,25,6,0.508981
19,26,6,0.492699
19,27,6,0.500531
19,28,0,0.493194
19,29,7,0.489670
19,30,4,0.438396
19,31,7,0.453729
19,32,8,0.462358
19,33,0,0.441411
19,34,8,0.458900
19,35,7,0.417585
19,36,8,0.449322
19,37,4,0.395845
19,38,8,0.406108
19,39,10,0.476271
19,40,10,0.599963
19,41,10,0.436674
19,42,1,0.389643
19,43,10,0.412753
19,44,1,0.401721
19,45,0,0.360904
19,46,1,0.368899
19,47,9,0.348281
19,48,1,0.358297
19,49,0,0.319158
19,50,0,0.676238
19,51,0,0.316514
19,52,10,0.341120
19,53,1,0.292256
19,54,2,0.320313
19,55,10,0.284504
19,56,2,0.295300
19,57,10,0.284852
19,58,3,0.264140
19,59,10,0.231950
19,60,3,0.250344
19,61,0,0.229565
19,62,3,0.244268
19,63,0,0.222669
19,64,3,0.245014
19,65,0,0.202833
19,66,3,0.213760
19,67,3,0.184973
19,68,4,0.195869
19,69,4,0.166925
19,70,4,0.177368
19,71,4,0.162154
19,72,5,0.132896
19,73,3,0.133786
19,74,4,0.149605
19,75,4,0.123468
19,76,5,0.126834
19,77,4,0.101611
19,78,5,0.127382
19,79,5,0.080403
19,80,5,0.106301
19,81,4,0.085768
19,82,5,0.089289
19,83,5,0.072129
19,84,5,0.076129
19,85,5,0.068032
19,86,8,0.042817
19,87,5,0.045385
19,88,6,0.059290
19,89,6,0.032654
19,90,6,0.041171
19,91,6,0.024298
19,92,7,0.032046
19,93,7,0.013415
19,94,7,0.029080
19,95,10,0.007457
19,96,7,0.028165
19,97,0,0.000000
19,98,7,0.025530
19,99,10,-0.000000
20,0,7,0.661016
20,1,4,0.613539
20,2,7,0.634707
20,3,7,0.632907
20,4,6,0.625891
20,5,7,0.624319
20,6,6,0.616959
20,7,0,0.613600
20,8,0,0.583283
20,9,0,0.597239
20,10,7,0.562010
20,11,6,0.579571
20,12,7,0.586919
20,13,6,0.561637
20,14,9,0.581162
20,15,0,0.549596
20,16,9,0.554828
20,17,8,0.552860
20,18,0,0.553218
20,19,0,0.561604
20,20,3,0.510188
20,21,10,0.529802
20,22,5,0.491849
20,23,5,0.514206
20,24,5,0.513589
20,25,5,0.502940
20,26,6,0.511531
20,27,6,0.487584
20,28,6,0.504679
20,29,0,0.480252
20,30,7,0.466181
20,31,8,0.470834
20,32,7,0.451309
20,33,8,0.469139
20,34,7,0.427855
20,35,8,0.472010
20,36,4,0.404271
20,37,8,0.432171
20,38,9,0.435314
20,39,8,0.400103
20,40,9,0.410878
20,41,10,0.462506
20,42,10,0.643816
20,43,10,0.388636
20,44,10,0.396209
20,45,8,0.367413
20,46,1,0.372496
20,47,0,0.361141
20,48,0,0.365171
20,49,10,0.364159
20,50,2,0.325986
20,51,0,0.347889
20,52,0,0.654756
20,53,10,0.411254
20,54,2,0.310734
20,55,10,0.332879
20,56,2,0.317274
20,57,0,0.298023
20,58,0,0.707823
20,59,0,0.275814
20,60,2,0.248613
20,61,10,0.230886
20,62,3,0.250097
20,63,10,0.236302
20,64,4,0.216922
20,65,3,0.206204
20,66,3,0.225256
20,67,3,0.190497
20,68,3,0.206965
20,69,0,0.192381
20,70,4,0.191698
20,71,0,0.151244
20,72,4,0.168916
20,73,3,0.142421
20,74,4,0.155018
20,75,3,0.131240
20,76,4,0.132477
20,77,4,0.120338
20,78,6,0.102041
20,79,4,0.099311
20,80,5,0.107792
20,81,4,0.087739
20,82,5,0.097416
20,83,4,0.064253
20,84,5,0.095734
20,85,7,0.049560
20,86,5,0.067079
20,87,5,0.046949
20,88,6,0.056414
20,89,0,0.048068
20,90,6,0.042569
20,91,6,0.030956
20,92,0,0.023985
20,93,5,0.018133
20,94,7,0.028157
20,95,10,0.005490
20,96,7,0.029107
20,97,0,0.000000
20,98,7,0.028171
20,99,2,-0.000000
21,0,4,0.621889
21,1,6,0.645410
21,2,6,0.638644
21,3,6,0.629762
21,4,6,0.631194
21,5,6,0.621456
21,6,7,0.623713
21,7,0,0.614974
21,8,0,0.615024
21,9,0,0.609307
21,10,1,0.530194
21,11,5,0.527243
21,12,6,0.571160
21,13,8,0.595131
21,14,5,0.544864
21,15,9,0.562414
21,16,8,0.564027
21,17,8,0.554294
21,18,7,0.553932
21,19,0,0.546271
21,20,10,0.540889
21,21,4,0.501773
21,22,8,0.516629
21,23,5,0.513349
21,24,5,0.516679
21,25,5,0.514975
21,26,5,0.497239
21,27,6,0.517465
21,28,0,0.476119
21,29,7,0.477466
21,30,7,0.481727
21,31,7,0.461994
21,32,8,0.474831
21,33,7,0.445238
21,34,8,0.480856
21,35,3,0.411698
21,36,8,0.451065
21,37,8,0.440051
21,38,0,0.430360
21,39,0,0.445912
21,40,8,0.394735
21,41,9,0.420913
21,42,3,0.356885
21,43,10,0.469585
21,44,10,0.621148
21,45,10,0.426483
21,46,1,0.380571
21,47,9,0.369183
21,48,10,0.369928
21,49,0,0.325464
21,50,1,0.352832
21,51,10,0.325255
21,52,1,0.338373
21,53,10,0.311727
21,54,0,0.687076
21,55,10,0.322887
21,56,0,0.715550
21,57,10,0.274665
21,58,2,0.299831
21,59,10,0.266267
21,60,2,0.273104
21,61,10,0.237069
21,62,2,0.255626
21,63,0,0.264415
21,64,3,0.239433
21,65,0,0.213605
21,66,3,0.237272
21,67,10,0.197815
21,68,0,0.214328
21,69,10,0.201959
21,70,4,0.167947
21,71,3,0.162185
21,72,4,0.169327
21,73,3,0.141172
21,74,4,0.175856
21,75,3,0.129766
21,76,4,0.159472
21,77,0,0.108712
21,78,4,0.127328
21,79,0,0.118371
21,80,4,0.115462
21,81,4,0.091734
21,82,5,0.097463
21,83,4,0.081147
21,84,7,0.063346
21,85,5,0.069307
21,86,5,0.074857
21,87,0,0.052378
21,88,5,0.057388
21,89,0,0.039293
21,90,6,0.046012
21,91,7,0.023844
21,92,6,0.035770
21,93,5,0.020651
21,94,6,0.032288
21,95,10,0.008276
21,96,7,0.028191
21,97,0,0.000000
21,98,9,0.011092
21,99,1,-0.000000
22,0,6,0.656500
22,1,6,0.654278
22,2,6,0.643768
22,3,7,0.645433
22,4,6,0.626474
22,5,6,0.634822
22,6,0,0.610762
22,7,0,0.605934
22,8,5,0.576180
22,9,6,0.599617
22,10,6,0.574299
22,11,5,0.553688
22,12,7,0.605988
22,13,5,0.552062
22,14,8,0.577187
22,15,9,0.570580
22,16,0,0.565243
22,17,0,0.568785
22,18,0,0.576948
22,19,9,0.554265
22,20,4,0.506863
22,21,10,0.525308
22,22,8,0.527803
22,23,4,0.516486
22,24,5,0.520216
22,25,5,0.523826
22,26,5,0.520571
22,27,0,0.490694
22,28,6,0.501655
22,29,0,0.497626
22,30,7,0.475050
22,31,7,0.488832
22,32,6,0.457036
22,33,8,0.487694
22,34,0,0.434198
22,35,8,0.459106
22,36,7,0.442229
22,37,8,0.456916
22,38,8,0.439519
22,39,0,0.415814
22,40,9,0.441927
22,41,0,0.382656
22,42,8,0.392214
22,43,8,0.395644
22,44,8,0.383129
22,45,10,0.425231
22,46,10,0.611703
22,47,10,0.391080
22,48,1,0.386545
22,49,9,0.345669
22,50,1,0.351904
22,51,10,0.327398
22,52,1,0.338779
22,53,10,0.329522
22,54,1,0.330778
22,55,0,0.305623
22,56,1,0.320359
22,57,10,0.286663
22,58,2,0.291096
22,59,0,0.283421
22,60,2,0.292711
22,61,10,0.266156
22,62,3,0.257025
22,63,10,0.233522
22,64,2,0.245549
22,65,0,0.219993
22,66,3,0.234947
22,67,0,0.227496
22,68,3,0.233643
22,69,0,0.189676
22,70,3,0.206673
22,71,0,0.188811
22,72,3,0.183704
22,73,0,0.153625
22,74,4,0.154707
22,75,0,0.199321
22,76,0,0.136794
22,77,0,0.145213
22,78,4,0.144419
22,79,3,0.110440
22,80,0,0.139785
22,81,0,0.125315
22,82,4,0.107885
22,83,0,0.079826
22,84,5,0.090731
22,85,0,0.069729
22,86,5,0.086314
22,87,5,0.052682
22,88,5,0.063630
22,89,0,0.043745
22,90,0,0.042184
22,91,5,0.021202
22,92,6,0.043165
22,93,5,0.013525
22,94,6,0.036153
22,95,1,-0.000000
22,96,6,0.032301
22,97,0,0.000000
22,98,7,0.028203
22,99,1,-0.000000
23,0,6,0.663348
23,1,6,0.654558
23,2,7,0.657267
23,3,5,0.634011
23,4,7,0.651614
23,5,3,0.607668
23,6,0,0.620507
23,7,0,0.623665
23,8,6,0.618101
23,9,0,0.639224
23,10,6,0.584572
23,11,5,0.540837
23,12,2,0.501123
23,13,7,0.586524
23,14,8,0.576680
23,15,9,0.579411
23,16,8,0.575169
23,17,7,0.560328
23,18,7,0.568225
23,19,0,0.558589
23,20,10,0.527670
23,21,10,0.524889
23,22,8,0.527186
23,23,4,0.526713
23,24,4,0.513833
23,25,5,0.528220
23,26,0,0.530937
23,27,0,0.500354
23,28,6,0.513846
23,29,6,0.492542
23,30,7,0.498544
23,31,7,0.463001
23,32,7,0.492138
23,33,7,0.441778
23,34,7,0.472844
23,35,7,0.467340
23,36,7,0.455861
23,37,7,0.451656
23,38,0,0.458133
23,39,8,0.436255
23,40,3,0.380794
23,41,8,0.413318
23,42,8,0.396722
23,43,8,0.388125
23,44,9,0.401671
23,45,8,0.385718
23,46,9,0.395221
23,47,9,0.373750
23,48,10,0.634003
23,49,10,0.382434
23,50,1,0.356637
23,51,10,0.343679
23,52,1,0.338211
23,53,10,0.350026
23,54,1,0.361582
23,55,10,0.307413
23,56,1,0.326580
23,57,10,0.287866
23,58,1,0.307738
23,59,10,0.280088
23,60,0,0.684643
23,61,0,0.277367
23,62,2,0.285076
23,63,10,0.244122
23,64,2,0.262876
23,65,10,0.230002
23,66,2,0.235728
23,67,10,0.226179
23,68,4,0.207793
23,69,0,0.200253
23,70,3,0.207025
23,71,0,0.191625
23,72,3,0.195380
23,73,0,0.157464
23,74,3,0.186777
23,75,0,0.134527
23,76,4,0.143566
23,77,0,0.137758
23,78,4,0.145844
23,79,0,0.149860
23,80,0,0.152670
23,81,0,0.146659
23,82,0,0.105157
23,83,0,0.087661
23,84,4,0.095326
23,85,0,0.070630
23,86,5,0.081607
23,87,0,0.083352
23,88,5,0.073466
23,89,0,0.040187
23,90,5,0.040459
23,91,5,0.033410
23,92,6,0.036004
23,93,5,0.020801
23,94,6,0.037554
23,95,0,0.000000
23,96,8,0.015505
23,97,0,0.000000
23,98,6,0.032303
23,99,1,-0.000000
24,0,6,0.668603
24,1,6,0.670756
24,2,6,0.648925
24,3,7,0.665806
24,4,3,0.611504
24,5,6,0.642656
24,6,0,0.633613
24,7,0,0.628125
24,8,6,0.633335
24,9,0,0.605603
24,10,7,0.620157
24,11,0,0.556181
24,12,6,0.577927
24,13,7,0.588548
24,14,8,0.582778
24,15,9,0.574393
24,16,0,0.588935
24,17,0,0.601858
24,18,0,0.553747
24,19,0,0.541100
24,20,10,0.538908
24,21,10,0.528487
24,22,8,0.526481
24,23,4,0.521910
24,24,4,0.538972
24,25,0,0.497251
24,26,5,0.520122
24,27,5,0.514879
24,28,5,0.505434
24,29,0,0.523848
24,30,6,0.482021
24,31,7,0.507041
24,32,3,0.441296
24,33,7,0.482704
24,34,7,0.471748
24,35,7,0.468085
24,36,7,0.461971
24,37,7,0.444594
24,38,7,0.439980
24,39,0,0.419008
24,40,8,0.422496
24,41,8,0.412521
24,42,8,0.409641
24,43,7,0.388987
24,44,8,0.381194
24,45,10,0.411611
24,46,0,0.391569
24,47,8,0.362455
24,48,9,0.367697
24,49,9,0.369755
24,50,10,0.666841
24,51,10,0.363144
24,52,10,0.364289
24,53,3,0.278277
24,54,1,0.337260
24,55,10,0.310977
24,56,1,0.330640
24,57,10,0.296300
24,58,1,0.308256
24,59,10,0.288200
24,60,2,0.312524
24,61,0,0.288946
24,62,0,0.715098
24,63,10,0.271557
24,64,2,0.281008
24,65,0,0.233717
24,66,2,0.269641
24,67,0,0.216044
24,68,2,0.229215
24,69,0,0.250249
24,70,3,0.207411
24,71,0,0.182602
24,72,3,0.198417
24,73,0,0.165047
24,74,4,0.154907
24,75,0,0.160990
24,76,3,0.154892
24,77,0,0.122813
24,78,4,0.132700
24,79,0,0.142530
24,80,4,0.136453
24,81,0,0.111365
24,82,4,0.120056
24,83,0,0.092590
24,84,4,0.106225
24,85,0,0.080279
24,86,4,0.078640
24,87,0,0.058801
24,88,0,0.054360
24,89,0,0.044746
24,90,5,0.055663
24,91,0,0.035356
24,92,5,0.045010
24,93,0,0.028904
24,94,6,0.036169
24,95,0,0.000000
24,96,6,0.037587
24,97,0,0.000000
24,98,6,0.036181
24,99,0,0.000000
25,0,6,0.676549
25,1,6,0.661538
25,2,7,0.680261
25,3,3,0.631025
25,4,6,0.652575
25,5,6,0.648084
25,6,0,0.633646
25,7,0,0.641425
25,8,0,0.639669
25,9,0,0.632823
25,10,6,0.584877
25,11,6,0.608531
25,12,1,0.545483
25,13,0,0.550654
25,14,8,0.582017
25,15,9,0.594203
25,16,7,0.574305
25,17,0,0.577145
25,18,0,0.577772
25,19,0,0.582415
25,20,10,0.533836
25,21,10,0.545328
25,22,7,0.531119
25,23,4,0.521498
25,24,0,0.517979
25,25,0,0.542393
25,26,5,0.525596
25,27,5,0.527442
25,28,5,0.517249
25,29,6,0.494094
25,30,6,0.502749
25,31,5,0.457607
25,32,7,0.491600
